"time_window","link_100","link_101","link_102","link_103","link_104","link_105","link_106","link_107","link_108","link_109","link_110","link_111","link_112","link_113","link_114","link_115","link_116","link_117","link_118","link_119","link_120","link_121","link_122","link_123"
"[2016-09-02 04:00:00,2016-09-02 04:20:00)","0","0","0","0","0","0","0","4.1","15.57","0","8.57","0","0","0","16.57","0","0","125.5","19.03","1.05","4.01","0","26.24","5.65"
"[2016-09-02 04:20:00,2016-09-02 04:40:00)","0","0","0","0","0","0","0","1.79","2.49","0","5.6","0","0","0","5.65","0","0","14.85","5.88","0.26","0.55","0","5.63","2.84"
"[2016-09-02 04:40:00,2016-09-02 05:00:00)","4.75","0","0","6.66","0","7.95","0","2.9","3.9","0","11.94","46.75","0","0","15.11","0","0","34.2","20.95","0.7","1.29","0","36.28","5.17"
"[2016-09-02 05:00:00,2016-09-02 05:20:00)","2.71","5.17","4.03","2.07","16.92","3.65","1.5","3.07","3.61","6.86","15.02","9.11","0","14.43","0","10.88","31.86","12.26","0","0","0.54","9.75","0","5.32"
"[2016-09-02 05:20:00,2016-09-02 05:40:00)","0","0","0","0","0","0","0","2.8","4.89","0","9.75","0","0","0","18.01","0","0","21.37","16.97","0.67","0.54","0","27.26","4.91"
"[2016-09-02 05:40:00,2016-09-02 06:00:00)","0","0","0","0","0","0","0","2.52","3.06","0","8.61","0","0","0","11.24","0","0","19.81","13.57","0.6","0.56","0","35.19","4.2"
"[2016-09-02 06:00:00,2016-09-02 06:20:00)","0","6.87","8.28","2.0","19.49","11.71","8.78","3.07","4.15","7.25","13.41","9.91","55.72","14.26","20.48","8.85","15.34","47.08","23.31","0.9","0.7","47.6","54.1","7.17"
"[2016-09-02 06:20:00,2016-09-02 06:40:00)","4.4","5.32","7.25","1.44","15.75","6.03","1.39","3.41","5.82","6.63","10.17","7.85","13.14","21.73","14.38","7.98","11.43","29.3","17.62","0.7","0.74","12.63","35.41","5.26"
"[2016-09-02 06:40:00,2016-09-02 07:00:00)","4.85","6.93","9.56","3.16","16.91","7.78","1.21","2.67","3.83","5.01","7.17","15.76","15.65","9.94","17.28","7.12","15.18","35.6","45.78","0.94","0.77","27.33","28.05","3.9"
"[2016-09-02 07:00:00,2016-09-02 07:20:00)","8.37","6.24","8.79","18.85","18.59","22.17","2.06","3.34","4.03","7.98","10.51","20.34","34.68","18.63","15.19","11.56","12.87","23.77","21.18","0.84","0.71","33.8","52.47","5.25"
"[2016-09-02 07:20:00,2016-09-02 07:40:00)","4.04","6.82","8.95","1.98","21.82","5.59","1.45","3.3","5.38","9.32","10.31","17.23","24.83","13.93","16.04","11.96","13.33","54.86","33.7","0.83","0.94","62.76","17.73","5.16"
"[2016-09-02 07:40:00,2016-09-02 08:00:00)","5.18","6.32","8.25","4.09","18.44","5.33","1.49","3.26","4.29","7.41","9.57","11.25","29.15","23.15","14.61","11.58","13.15","55.47","24.93","0.7","0.86","32.36","29.46","5.08"
"[2016-09-02 08:00:00,2016-09-02 08:20:00)","5.6","7.71","9.52","3.19","19.56","9.46","1.01","4.38","5.92","7.92","29.08","20.84","42.06","9.72","15.05","10.19","14.74","45.48","16.09","0.94","1.02","67.19","27.05","6.39"
"[2016-09-02 08:20:00,2016-09-02 08:40:00)","5.25","6.57","8.67","3.1","19.34","11.8","3.83","4.08","5.04","7.85","11.36","16.89","27.54","23.93","15.87","10.81","15.29","84.45","23.84","0.96","1.23","44.89","35.34","6.71"
"[2016-09-02 08:40:00,2016-09-02 09:00:00)","5.3","7.07","8.56","4.64","17.57","8.71","1.89","3.3","6.64","8.1","7.8","20.71","34.92","23.45","16.66","13.73","14.32","64.4","25.3","0.81","1.73","30.59","27.3","4.85"
"[2016-09-02 09:00:00,2016-09-02 09:20:00)","4.92","7.51","10.18","2.61","21.32","8.42","1.83","6.46","7.05","9.54","12.19","20.95","37.77","16.52","15.83","11.08","15.8","58.28","26.01","1.1","1.15","90.96","27.16","5.84"
"[2016-09-02 09:20:00,2016-09-02 09:40:00)","4.73","7.16","8.6","2.67","18.85","7.68","1.69","3.71","4.32","8.24","18.11","18.78","14.61","14.42","15.02","8.96","12.76","41.78","19.2","0.97","0.74","31.02","30.62","5.45"
"[2016-09-02 09:40:00,2016-09-02 10:00:00)","6.55","6.15","8.18","2.09","16.73","8.36","1.46","3.23","16.46","7.53","10.32","16.02","22.11","18.3","16.56","11.19","25.85","58.91","17.95","0.79","0.83","22.27","44.1","5.17"
"[2016-09-02 10:00:00,2016-09-02 10:20:00)","5.31","6.09","9.73","2.38","18.09","9.54","1.63","3.29","4.11","7.41","13.45","13.78","12.79","22.02","14.46","10.24","14.11","33.58","21.14","0.69","0.85","13.63","35.51","4.78"
"[2016-09-02 10:20:00,2016-09-02 10:40:00)","5.22","6.64","9.15","3.58","18.33","16.25","1.53","4.11","4.99","7.53","13.26","13.73","35.61","17.26","16.32","10.54","18.11","48.07","18.91","1.0","0.77","25.2","26.37","6.28"
"[2016-09-02 10:40:00,2016-09-02 11:00:00)","6.09","8.94","8.28","3.26","18.97","8.55","1.73","3.4","4.18","7.34","11.3","14.97","57.86","16.56","13.06","9.35","15.44","33.63","15.91","0.59","0.8","32.62","31.0","5.12"
"[2016-09-02 11:00:00,2016-09-02 11:20:00)","4.73","6.17","8.64","15.5","20.73","13.66","1.49","4.4","4.09","8.55","8.48","12.4","40.33","17.16","14.71","11.11","13.16","26.61","16.76","0.72","0.69","34.42","35.38","4.19"
"[2016-09-02 11:20:00,2016-09-02 11:40:00)","5.08","6.9","9.79","2.67","18.56","7.59","0.56","3.91","4.48","8.59","10.0","38.79","53.48","5.36","17.77","12.76","11.85","15.38","19.23","0.89","0.68","37.61","29.92","5.86"
"[2016-09-02 11:40:00,2016-09-02 12:00:00)","0","6.24","8.96","10.96","18.57","0","1.33","3.7","4.71","8.03","9.68","11.5","34.65","12.72","14.5","7.85","15.2","18.87","15.54","0.72","0.73","44.12","23.89","4.79"
"[2016-09-02 12:00:00,2016-09-02 12:20:00)","3.21","6.43","7.62","1.74","16.2","4.44","1.13","2.36","2.95","7.25","7.42","24.16","13.93","24.77","13.83","7.12","11.21","14.02","15.96","0.66","0.52","22.84","28.69","3.89"
"[2016-09-02 12:20:00,2016-09-02 12:40:00)","5.29","10.24","0","11.34","0","7.42","1.94","2.07","2.8","0","6.4","12.45","0","21.61","11.94","0","17.08","16.85","17.19","0.56","0.57","14.69","34.57","3.53"
"[2016-09-02 12:40:00,2016-09-02 13:00:00)","3.91","6.7","9.44","2.32","18.46","6.5","1.26","2.31","3.14","8.95","8.98","29.07","14.15","16.77","12.25","11.28","14.02","40.11","14.4","0.57","0.56","21.4","24.15","3.92"
"[2016-09-02 13:00:00,2016-09-02 13:20:00)","5.95","5.75","9.06","1.51","19.63","7.81","1.63","3.23","5.23","7.48","14.8","13.53","33.24","33.21","13.94","9.18","11.89","27.0","15.68","0.61","1.31","29.73","34.38","4.28"
"[2016-09-02 13:20:00,2016-09-02 13:40:00)","4.61","6.43","9.56","3.95","19.25","18.76","8.64","3.51","4.22","8.77","11.0","32.71","16.32","15.66","14.72","9.21","25.19","35.04","16.32","0.73","0.79","19.61","26.57","5.14"
"[2016-09-02 13:40:00,2016-09-02 14:00:00)","6.14","5.88","7.48","2.71","17.21","9.67","2.04","2.3","3.88","7.44","10.1","26.13","14.85","25.02","15.98","9.27","14.32","14.85","18.88","0.74","0.79","9.4","32.78","3.76"
"[2016-09-02 14:00:00,2016-09-02 14:20:00)","5.18","6.69","8.35","2.3","23.41","9.06","1.46","2.29","3.12","7.69","17.07","13.05","46.06","46.75","13.81","8.71","14.43","19.29","29.88","0.73","0.81","10.0","33.39","6.22"
"[2016-09-02 14:20:00,2016-09-02 14:40:00)","5.57","6.1","9.33","2.87","18.88","10.57","0.93","3.02","4.03","8.46","7.56","14.72","15.12","32.32","14.52","10.62","13.71","32.4","18.47","0.92","0.63","8.43","20.2","4.23"
"[2016-09-02 14:40:00,2016-09-02 15:00:00)","4.91","7.42","8.58","1.86","20.54","7.2","1.16","2.71","3.64","8.54","9.69","11.26","16.77","11.11","14.37","8.7","14.69","16.23","17.15","0.73","0.62","43.23","27.89","4.21"
"[2016-09-02 15:00:00,2016-09-02 15:20:00)","4.3","0","8.97","16.39","41.69","6.38","0","2.35","3.08","17.9","9.52","12.59","22.51","0","12.43","12.04","0","23.09","18.86","0.58","0.46","0","28.51","5.91"
"[2016-09-02 15:20:00,2016-09-02 15:40:00)","5.68","0","0","3.01","0","21.77","0","5.1","6.29","0","10.93","67.6","0","0","14.02","0","0","43.89","15.78","0.64","1.06","0","33.94","5.45"
"[2016-09-02 15:40:00,2016-09-02 16:00:00)","10.25","8.68","9.04","2.73","19.3","13.78","1.51","3.92","4.78","8.05","9.09","14.63","47.81","37.39","14.59","12.0","19.32","21.9","17.56","0.74","0.77","16.67","44.47","5.05"
"[2016-09-02 16:00:00,2016-09-02 16:20:00)","4.6","6.45","9.38","2.7","21.37","8.5","1.23","3.52","4.86","9.62","19.34","36.38","19.79","11.8","12.58","8.59","27.78","20.81","19.45","0.64","0.97","14.02","32.38","5.79"
"[2016-09-02 16:20:00,2016-09-02 16:40:00)","5.21","27.44","7.42","2.55","17.34","10.93","3.16","4.15","4.86","7.17","12.06","31.17","29.48","30.27","12.77","14.42","18.14","20.22","17.05","0.67","0.76","48.81","32.47","6.09"
"[2016-09-02 16:40:00,2016-09-02 17:00:00)","3.68","5.54","11.34","1.75","28.26","5.36","1.61","2.5","3.34","10.37","18.23","10.19","22.51","24.91","15.26","10.26","12.37","16.95","13.89","0.95","0.56","15.09","29.08","4.76"
"[2016-09-02 17:00:00,2016-09-02 17:20:00)","6.45","0","0","2.56","0","9.1","0","3.4","6.55","0","10.4","13.46","0","0","13.37","0","0","42.73","17.43","0.63","1.03","0","28.97","5.25"
"[2016-09-02 17:20:00,2016-09-02 17:40:00)","5.1","0","0","4.29","0","9.29","0","2.76","3.58","0","7.69","13.93","0","0","13.18","0","0","26.54","18.52","0.55","0.49","0","37.15","3.87"
"[2016-09-02 17:40:00,2016-09-02 18:00:00)","4.97","5.63","8.05","3.59","16.27","10.43","1.03","4.6","5.79","7.19","10.25","10.37","13.47","9.88","13.29","8.62","15.15","36.14","17.83","0.7","0.79","34.8","42.14","5.51"
"[2016-09-02 18:00:00,2016-09-02 18:20:00)","5.78","6.69","8.74","2.21","18.76","8.29","11.36","4.77","5.8","7.87","13.45","10.39","41.13","13.61","19.98","10.09","15.88","39.48","32.11","1.42","0.92","17.64","37.96","6.91"
"[2016-09-02 18:20:00,2016-09-02 18:40:00)","0","5.35","11.15","1.47","15.51","0","0.8","4.02","3.25","4.48","9.51","7.05","11.38","7.66","17.32","9.23","11.22","19.18","17.85","0.95","0.47","45.51","32.66","4.37"
"[2016-09-02 18:40:00,2016-09-02 19:00:00)","4.88","10.03","10.08","2.63","24.32","15.38","2.12","3.83","6.31","10.72","10.95","53.06","52.36","24.87","0","10.92","14.16","30.01","0","0","1.06","14.03","37.48","5.45"
"[2016-09-02 19:00:00,2016-09-02 19:20:00)","7.41","8.99","13.03","2.96","28.72","10.08","1.48","6.29","7.39","13.04","14.99","16.17","48.75","19.7","0","11.75","15.38","38.41","0","0","1.05","10.51","29.49","6.1"
"[2016-09-02 19:20:00,2016-09-02 19:40:00)","0","8.61","28.33","10.01","96.5","0","1.74","3.2","4.45","12.24","9.31","14.32","37.35","16.75","0","22.08","18.31","31.98","0","0","1.25","25.54","0","4.92"
"[2016-09-02 19:40:00,2016-09-02 20:00:00)","4.78","7.21","8.46","10.79","16.12","6.06","1.54","2.15","2.58","7.75","15.19","11.39","41.06","20.61","12.48","8.11","13.65","0","15.26","0.61","0","10.84","85.66","3.43"
"[2016-09-02 20:00:00,2016-09-02 20:20:00)","0","0","9.65","3.21","18.86","0","0","4.87","4.43","8.88","24.24","40.74","16.87","0","14.12","10.5","0","27.79","16.39","0.69","0.94","0","37.73","6.68"
"[2016-09-02 20:20:00,2016-09-02 20:40:00)","11.38","7.12","0","4.51","0","15.31","2.5","3.07","4.52","0","10.66","23.74","0","51.67","0","0","33.26","34.31","0","0","0.89","11.74","0","5.23"
"[2016-09-02 20:40:00,2016-09-02 21:00:00)","4.48","5.9","0","4.97","0","6.61","0.53","4.59","5.4","0","15.15","11.96","0","9.08","17.98","0","14.93","35.22","20.4","0.83","0.96","24.72","30.9","8.07"
"[2016-09-02 21:00:00,2016-09-02 21:20:00)","0","0","0","0","0","0","0","5.31","6.52","0","14.12","0","0","0","21.54","0","0","34.38","25.52","0.98","1.65","0","28.0","6.67"
"[2016-09-02 21:20:00,2016-09-02 21:40:00)","3.72","92.66","9.07","23.32","17.36","5.36","1.56","2.7","3.59","7.48","9.48","12.5","0","16.77","18.09","10.93","153.65","0","24.43","0.83","0","13.44","29.09","4.28"
"[2016-09-02 21:40:00,2016-09-02 22:00:00)","0","0","0","0","0","0","0","7.7","3.33","0","75.85","0","0","0","0","0","0","14.95","0","0","0.5","0","0","4.53"
"[2016-09-02 22:00:00,2016-09-02 22:20:00)","3.72","0","0","2.64","0","5.73","0","5.0","6.05","0","8.58","10.99","0","0","0","0","0","32.2","0","0","0.97","0","26.21","6.62"
"[2016-09-02 22:40:00,2016-09-02 23:00:00)","6.72","8.6","0","2.66","0","9.03","1.23","2.1","2.47","0","11.72","14.01","0","17.25","12.22","0","20.84","0","18.01","0.56","0","10.59","24.92","3.64"
"[2016-09-02 23:00:00,2016-09-02 23:20:00)","5.82","8.43","0","2.31","0","7.83","1.51","0","0","0","0","12.15","0","14.46","0","0","18.07","0","0","0","0","11.85","0","0"
"[2016-09-02 23:20:00,2016-09-02 23:40:00)","0","0","9.54","0","0","0","0","0","0","9.13","0","0","0","4.91","0","10.78","0","0","0","0","0","0","0","0"
"[2016-09-02 23:40:00,2016-09-03 00:00:00)","0","0","0","0","0","0","0","4.05","6.03","0","43.25","0","0","0","0","0","0","46.54","0","0","1.03","0","0","7.54"
"[2016-09-03 00:00:00,2016-09-03 00:20:00)","4.94","5.78","7.28","2.64","15.27","8.87","1.88","3.25","3.83","6.43","12.13","22.39","14.07","18.01","11.79","8.21","14.15","33.76","33.65","0.53","0.8","31.2","32.83","5.77"
"[2016-09-03 00:20:00,2016-09-03 00:40:00)","0","0","11.0","18.26","24.61","0","0","2.41","2.68","11.34","8.15","24.85","19.8","0","13.22","8.99","0","0","27.55","0.61","0","0","46.83","3.93"
"[2016-09-03 00:40:00,2016-09-03 01:00:00)","4.84","6.48","0","9.46","0","7.36","1.35","5.77","9.27","0","47.96","11.58","0","12.98","0","0","15.0","34.07","0","0","0.58","35.87","15.18","12.76"
"[2016-09-03 01:00:00,2016-09-03 01:20:00)","0","6.04","8.54","1.53","17.86","0","0.76","0","0","7.4","0","7.95","12.95","7.32","0","9.26","11.55","0","0","0","0","41.49","0","0"
"[2016-09-03 01:20:00,2016-09-03 01:40:00)","4.96","6.78","0","3.01","0","8.22","1.3","0","0","0","0","14.33","0","12.52","0","0","13.46","0","0","0","0","35.18","0","0"
"[2016-09-03 01:40:00,2016-09-03 02:00:00)","3.35","4.58","0","1.26","0","8.63","0.41","0","0","0","0","8.17","0","4.69","0","0","9.48","0","0","0","0","27.22","0","0"
"[2016-09-03 02:00:00,2016-09-03 02:20:00)","4.66","5.85","0","2.0","0","8.05","0.76","2.25","2.67","0","7.64","36.97","0","7.31","11.39","0","11.98","0","32.15","0.56","0","39.07","56.35","3.73"
"[2016-09-03 02:40:00,2016-09-03 03:00:00)","5.42","6.45","8.32","1.09","19.29","8.55","1.23","3.95","8.6","8.21","11.67","6.05","28.16","23.43","0","7.37","11.72","101.92","0","0","2.5","9.23","7.37","5.61"
"[2016-09-03 03:00:00,2016-09-03 03:20:00)","4.66","0","0","17.82","0","7.38","0","0","0","0","0","13.79","0","0","0","0","0","0","0","0","0","0","50.03","0"
"[2016-09-03 03:20:00,2016-09-03 03:40:00)","4.19","0","0","2.23","0","6.77","0","2.3","4.14","0","6.49","35.01","0","0","0","0","0","27.6","0","0","0.64","0","29.21","3.81"
"[2016-09-03 04:00:00,2016-09-03 04:20:00)","0","0","0","0","0","0","0","4.61","104.6","0","66.7","0","0","0","0","0","0","8.4","0","0","0.37","0","0","6.6"
"[2016-09-03 04:20:00,2016-09-03 04:40:00)","4.15","5.16","0","1.87","0","4.87","1.41","3.09","5.15","0","10.87","18.63","0","13.57","0","0","9.71","283.42","0","0","0.88","40.55","19.48","5.12"
"[2016-09-03 04:40:00,2016-09-03 05:00:00)","0","0","0","0","0","0","0","2.43","3.4","0","9.14","0","0","0","12.85","0","0","19.23","37.23","0.61","0.58","0","30.15","3.9"
"[2016-09-03 05:00:00,2016-09-03 05:20:00)","3.21","5.95","0","1.25","0","12.11","2.04","2.29","2.7","0","11.74","6.56","0","25.06","0","0","12.71","16.8","0","0","0.4","9.87","94.19","2.55"
"[2016-09-03 05:20:00,2016-09-03 05:40:00)","0","0","0","0","0","0","0","3.63","4.38","0","9.3","0","0","0","0","0","0","27.77","0","0","0.67","0","0","4.63"
"[2016-09-03 05:40:00,2016-09-03 06:00:00)","5.08","4.81","8.43","1.47","16.9","16.82","1.11","2.41","2.86","7.55","8.41","8.51","14.25","12.26","12.23","11.31","10.55","14.71","29.16","0.53","0.52","31.32","17.05","4.18"
"[2016-09-03 06:00:00,2016-09-03 06:20:00)","0","6.68","8.75","2.92","19.33","0","1.45","3.23","4.1","8.2","12.51","16.21","15.95","16.06","0","9.46","14.54","20.52","0","0","0.69","24.6","0","5.54"
"[2016-09-03 06:20:00,2016-09-03 06:40:00)","3.39","5.73","0","1.65","0","2.88","0.76","2.9","3.49","0","24.82","29.9","0","47.34","10.11","0","11.87","26.98","13.2","0.46","0.58","34.66","63.95","4.77"
"[2016-09-03 06:40:00,2016-09-03 07:00:00)","3.81","6.43","0","1.62","0","7.92","1.71","3.56","5.38","0","12.17","11.16","0","16.43","14.38","0","13.43","39.29","29.23","0.73","0.81","11.33","48.86","6.15"
"[2016-09-03 07:00:00,2016-09-03 07:20:00)","5.67","7.02","9.78","2.88","21.25","7.73","1.52","3.28","4.02","8.72","13.41","26.58","27.52","18.77","18.85","9.65","16.49","42.46","25.36","1.7","0.69","21.06","37.31","5.08"
"[2016-09-03 07:20:00,2016-09-03 07:40:00)","6.79","7.97","8.42","2.37","17.79","12.6","1.66","3.88","4.68","7.92","9.78","11.47","26.22","15.76","13.0","7.01","15.18","35.13","16.49","0.6","0.91","27.62","32.66","5.34"
"[2016-09-03 07:40:00,2016-09-03 08:00:00)","5.07","15.94","8.53","8.28","19.68","8.89","1.39","3.46","5.1","8.25","10.65","20.25","33.15","19.6","14.11","10.85","13.82","38.1","20.09","0.7","0.81","16.17","75.8","5.4"
"[2016-09-03 08:00:00,2016-09-03 08:20:00)","4.82","8.25","0","4.71","0","9.13","0.84","3.89","7.23","0","13.07","33.75","0","8.1","16.69","0","16.4","37.8","22.78","0.96","1.02","96.78","37.95","6.2"
"[2016-09-03 08:20:00,2016-09-03 08:40:00)","5.62","8.21","8.18","1.75","17.68","10.34","2.19","3.04","4.16","7.92","18.7","9.55","31.27","14.99","14.43","9.52","14.15","37.94","16.44","0.74","0.78","22.82","30.19","4.87"
"[2016-09-03 08:40:00,2016-09-03 09:00:00)","5.87","7.2","8.3","7.48","17.58","10.65","1.72","3.82","4.77","7.0","11.6","18.21","15.22","23.45","15.24","12.34","14.47","46.14","25.06","0.9","1.33","20.65","33.48","5.34"
"[2016-09-03 09:00:00,2016-09-03 09:20:00)","4.93","9.77","9.82","5.48","20.13","7.57","1.51","3.88","7.17","8.06","10.33","21.12","27.56","18.18","13.35","10.67","14.64","42.54","29.09","0.76","1.04","27.5","31.06","4.78"
"[2016-09-03 09:20:00,2016-09-03 09:40:00)","8.48","6.21","8.48","4.4","17.64","18.59","1.54","3.7","5.24","8.41","15.33","16.87","22.94","23.92","13.8","11.63","13.71","46.16","17.18","0.75","0.99","33.53","35.7","5.51"
"[2016-09-03 09:40:00,2016-09-03 10:00:00)","5.95","6.05","8.04","1.72","18.06","8.29","1.39","3.92","4.78","7.25","14.66","11.32","15.71","25.45","16.45","13.32","11.93","49.96","19.31","0.83","0.82","43.52","27.69","7.1"
"[2016-09-03 10:00:00,2016-09-03 10:20:00)","5.36","7.85","8.52","13.9","19.41","7.22","1.35","3.69","4.86","8.8","10.81","19.2","24.39","12.43","13.61","14.18","15.3","158.84","18.32","0.73","1.0","33.69","36.27","5.42"
"[2016-09-03 10:20:00,2016-09-03 10:40:00)","5.35","5.67","12.47","3.12","21.99","6.71","2.25","3.89","4.75","7.75","15.35","18.31","58.17","66.0","19.01","11.56","14.02","50.89","19.4","1.07","1.4","25.45","34.74","7.31"
"[2016-09-03 10:40:00,2016-09-03 11:00:00)","4.98","25.48","8.17","16.93","18.51","5.21","0.94","2.86","3.47","8.12","8.32","17.16","36.17","22.08","14.92","8.99","14.51","19.76","25.36","0.71","0.74","47.89","36.6","4.41"
"[2016-09-03 11:00:00,2016-09-03 11:20:00)","0","5.14","8.5","11.85","18.44","0","1.46","3.86","4.6","8.14","10.8","10.04","15.52","13.99","15.51","9.25","29.88","25.96","13.79","0.68","0.73","11.13","16.23","6.51"
"[2016-09-03 11:20:00,2016-09-03 11:40:00)","5.0","5.75","12.76","2.05","17.94","5.88","1.81","2.57","6.35","3.92","16.11","10.88","13.27","27.57","15.06","12.5","23.65","34.14","34.28","0.75","1.45","15.44","22.94","3.58"
"[2016-09-03 11:40:00,2016-09-03 12:00:00)","4.92","5.62","0","2.38","0","7.64","1.26","2.75","3.72","0","9.42","36.78","0","17.18","16.11","0","13.53","34.74","25.35","0.58","0.67","8.61","14.96","5.3"
"[2016-09-03 12:00:00,2016-09-03 12:20:00)","5.41","5.75","8.66","2.02","17.41","8.52","3.82","2.89","4.4","7.71","8.35","14.66","35.75","36.71","12.56","8.16","12.67","41.11","16.34","0.62","0.66","30.39","34.97","4.33"
"[2016-09-03 12:20:00,2016-09-03 12:40:00)","5.26","5.53","8.43","2.11","24.41","7.95","1.45","2.28","2.92","8.29","9.39","11.23","21.04","17.23","11.95","10.43","20.97","15.28","12.85","0.61","0.56","8.15","45.17","3.98"
"[2016-09-03 12:40:00,2016-09-03 13:00:00)","6.36","7.77","9.81","1.93","20.78","28.99","1.21","2.42","3.23","9.58","6.98","17.52","15.49","11.46","15.75","8.42","14.22","16.14","44.05","0.77","0.5","40.8","22.04","3.76"
"[2016-09-03 13:00:00,2016-09-03 13:20:00)","4.03","5.96","11.66","11.98","22.65","5.67","1.1","2.93","4.5","10.2","21.14","15.56","27.18","10.48","18.58","12.73","13.3","16.04","28.04","2.92","0.6","21.62","31.17","9.04"
"[2016-09-03 13:20:00,2016-09-03 13:40:00)","5.68","6.36","9.12","2.03","18.28","15.62","5.87","2.26","3.69","7.75","21.84","32.89","15.73","38.71","17.02","10.04","14.28","23.62","16.01","0.92","0.66","44.07","23.55","4.79"
"[2016-09-03 13:40:00,2016-09-03 14:00:00)","5.54","5.74","0","1.86","0","19.5","1.25","3.53","4.58","0","12.2","9.04","0","10.0","13.18","0","12.02","23.99","13.71","0.6","1.04","34.2","13.11","6.06"
"[2016-09-03 14:00:00,2016-09-03 14:20:00)","5.95","8.29","7.75","2.94","17.43","11.34","1.75","9.16","6.89","7.63","10.21","19.05","25.31","16.89","15.85","7.19","21.05","27.91","18.88","0.87","1.12","19.42","36.81","5.14"
"[2016-09-03 14:20:00,2016-09-03 14:40:00)","5.78","6.26","0","2.38","0","8.47","1.29","2.77","3.51","0","8.75","12.38","0","13.73","14.56","0","15.52","22.93","17.25","0.77","0.61","40.07","29.32","4.41"
